ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,lat,lon
Thanon Phaya Thai,ถนนพญาไท,TH103702,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.757385110801394,100.5384995352465
Thanon Phet Buri,ถนนเพชรบุรี,TH103703,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.75221054074445,100.52804661243447
Makkasan,มักกะสัน,TH103704,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.753380819513632,100.55165210235535
Lat Phrao,ลาดพร้าว,TH103801,Lat Phrao,ลาดพร้าว,TH1038,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.818138696769546,100.60853098229971
Chorakhe Bua,จรเข้บัว,TH103802,Lat Phrao,ลาดพร้าว,TH1038,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.839055612325428,100.60792266795221
Khlong Toei Nuea,คลองเตยเหนือ,TH103901,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.742952565733018,100.56086781867361
Khlong Tan Nuea,คลองตันเหนือ,TH103902,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.734471256177306,100.58515685802217
Phra Khanong Nuea,พระโขนงเหนือ,TH103903,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.718975973509616,100.59644109232508
Bang Khae,บางแค,TH104001,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.696393808329411,100.41643960439465
Bang Khae Nuea,บางแคเหนือ,TH104002,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.719907722152504,100.39743803020518
Bang Phai,บางไผ่,TH104003,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.740567370523209,100.38457156679063
Lak Song,หลักสอง,TH104004,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.691881050500264,100.39353100767734
Thung Song Hong,ทุ่งสองห้อง,TH104101,Lak Si,หลักสี่,TH1041,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.88275561387348,100.56376950836872
Talat Bang Khen,ตลาดบางเขน,TH104102,Lak Si,หลักสี่,TH1041,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.871513113542958,100.5800656489865
Sai Mai,สายไหม,TH104201,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.92140627918548,100.652678781637
O Ngoen,ออเงิน,TH104202,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.896328560976695,100.67220561042858
Khlong Thanon,คลองถนน,TH104203,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.897968616650436,100.62970605656797
Khan Na Yao,คันนายาว,TH104301,Khan Na Yao,คันนายาว,TH1043,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.817792466547976,100.6865288959098
Ram Inthra,รามอินทรา,TH104302,Khan Na Yao,คันนายาว,TH1043,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.8249217466946,100.66803755993104
Saphan Sung,สะพานสูง,TH104401,Saphan Sung,สะพานสูง,TH1044,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.762723303212884,100.69149266213205
Wang Thonglang,วังทองหลาง,TH104501,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.779781146284265,100.59885017913894
Saphan Song,สะพานสอง,TH104502,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.794649261141005,100.60065392815986
Khlong Chaokhun Sing,คลองเจ้าคุณสิงห์,TH104503,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.788501176622448,100.62040613212204
Phlapphla,พลับพลา,TH104504,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.768483889026772,100.61375429027959
Sam Wa Tawan Tok,สามวาตะวันตก,TH104601,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.889119539219665,100.70800123328766
Sam Wa Tawan Ok,สามวาตะวันออก,TH104602,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.896550548271831,100.76070605772452
Bang Chan,บางชัน,TH104603,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.844291265319766,100.70644909577506
Sai Kong Din,ทรายกองดิน,TH104604,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.853391122984554,100.74517479722441
Sai Kong Din Tai,ทรายกองดินใต้,TH104605,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.851018293217736,100.77288570667862
Bang Na,บางนา,TH104701,Bang Na,บางนา,TH1047,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.667666195283475,100.61848098859379
Thawi Watthana,ทวีวัฒนา,TH104801,Thawi Watthana,ทวีวัฒนา,TH1048,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.758700229972819,100.35935558996516
Sala Thammasop,ศาลาธรรมสพน์,TH104802,Thawi Watthana,ทวีวัฒนา,TH1048,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.785655035035237,100.37354367621495
Bang Mot,บางมด,TH104901,Thung Khru,ทุ่งครุ,TH1049,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.649285379950564,100.49183260703286
Thung Khru,ทุ่งครุ,TH104902,Thung Khru,ทุ่งครุ,TH1049,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.617086934410347,100.49730300144981
Bang Bon,บางบอน,TH105001,Bang Bon,บางบอน,TH1050,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,13.65641844200901,100.39214179711777
Pak Nam,ปากน้ำ,TH110101,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.594316098077462,100.59732944674813
Samrong Nuea,สำโรงเหนือ,TH110102,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.646396409874518,100.61707576108716
Bang Mueang,บางเมือง,TH110103,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.607822625861813,100.62189487629155
Thai Ban,ท้ายบ้าน,TH110104,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.557765229956201,100.59721950325131
Bang Pu Mai,บางปูใหม่,TH110108,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.526507828993175,100.66577262480021
Phraeksa,แพรกษา,TH110110,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.566542811142096,100.64982082772914
Bang Prong,บางโปรง,TH110111,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.622395561955836,100.56512947031653
Bang Pu,บางปู,TH110112,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.506350443974762,100.75244783172406
Bang Duan,บางด้วน,TH110113,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.620318544541979,100.58003370417545
Bang Mueang Mai,บางเมืองใหม่,TH110114,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.623581575095514,100.60267970914502
Thepharak,เทพารักษ์,TH110115,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.625600056534195,100.62852373509094
Thai Ban Mai,ท้ายบ้านใหม่,TH110116,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.57175184960937,100.61763899969063
Phraeksa Mai,แพรกษาใหม่,TH110117,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.572122979162703,100.67756587702931
Bang Bo,บางบ่อ,TH110201,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.6116278941874,100.86172756363071
Ban Rakat,บ้านระกาศ,TH110202,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.594598154167088,100.88665307334861
Bang Phli Noi,บางพลีน้อย,TH110203,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.603903505174888,100.90923174116566
Bang Phriang,บางเพรียง,TH110204,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.544970064752519,100.80754492554325
Khlong Dan,คลองด่าน,TH110205,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.511945781608329,100.8346948379711
Khlong Suan,คลองสวน,TH110206,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.658706888503739,100.92370991955579
Preng,เปร็ง,TH110207,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.67212831521332,100.88106357154795
Khlong Niyom Yattra,คลองนิยมยาตรา,TH110208,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.623800099177833,100.93618327032286
Bang Phli Yai,บางพลีใหญ่,TH110301,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.61564877374961,100.69845135237782
Bang Kaeo,บางแก้ว,TH110302,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.642080089651644,100.66226536961554
Bang Pla,บางปลา,TH110303,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.556187208820164,100.738329210452
Bang Chalong,บางโฉลง,TH110304,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.624893269674988,100.75535425996222
Racha Thewa,ราชาเทวะ,TH110308,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.679970848546896,100.72685983497927
Nong Prue,หนองปรือ,TH110309,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.679947956585021,100.76105976705645
Talat,ตลาด,TH110401,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.6567762314447,100.53287075842984
Bang Phueng,บางพึ่ง,TH110402,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.657380011629698,100.52284144057468
Bang Chak,บางจาก,TH110403,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.614183756502115,100.53537326376313
Bang Khru,บางครุ,TH110404,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.630407104717495,100.52642432982748
Bang Ya Phraek,บางหญ้าแพรก,TH110405,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.645301141233636,100.54639320106321
Bang Hua Suea,บางหัวเสือ,TH110406,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,13.629666332715052,100.55483362325928
